OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6387	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	metagenome
ASV_6393	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	uncultured	uncultured_gamma
ASV_6396	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured_bacterium
ASV_6408	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	metagenome
ASV_6438	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	uncultured_bacterium
ASV_6439	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	Unassigned
ASV_6517	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a	CCM11a	uncultured_bacterium
ASV_6575	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	uncultured_bacterium
ASV_6613	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	uncultured_bacterium
ASV_6619	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	uncultured_bacterium
ASV_6622	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
ASV_6637	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_6685	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
ASV_6706	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-GS-52	JG36-GS-52	JG36-GS-52	uncultured_gamma
ASV_6724	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_bacterium
ASV_6730	Bacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Candidatus_Schekmanbacteria
ASV_6732	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina	uncultured_archaeon
ASV_6745	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_6767	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	Unassigned
ASV_6850	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	uncultured	Unassigned
ASV_6866	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
ASV_6971	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	uncultured_bacterium
ASV_7010	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_7035	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_7095	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	uncultured_bacterium
ASV_7112	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_7146	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_bacterium
ASV_7165	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
ASV_7177	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_7179	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	Unassigned
ASV_7186	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
ASV_7225	Bacteria	Actinobacteriota	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	uncultured_bacterium
ASV_7285	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	uncultured_gamma
ASV_7339	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured_bacterium
ASV_7402	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_actinobacterium
ASV_7461	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unassigned
ASV_7472	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_7528	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	Unassigned
ASV_7534	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_7539	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	Unassigned
ASV_7554	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	uncultured	uncultured_delta
ASV_7590	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_7593	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured	metagenome
ASV_7604	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unassigned
ASV_7698	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	uncultured_bacterium
ASV_7719	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	metagenome
ASV_7738	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_Verrucomicrobia
ASV_7791	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	Unassigned
ASV_7793	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_bacterium
ASV_7825	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_7831	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	uncultured_bacterium
ASV_7958	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_soil
ASV_7960	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_soil
ASV_8020	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Unassigned
ASV_8032	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadaceae
ASV_8090	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unassigned
ASV_8097	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_8117	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	uncultured_bacterium
ASV_8133	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_8154	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Unassigned	uncultured_bacterium
ASV_8186	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	metagenome
ASV_8267	Bacteria	Actinobacteriota	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	uncultured_bacterium
ASV_8337	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	Unassigned
ASV_8382	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	uncultured_soil
ASV_8459	Bacteria	Firmicutes	Clostridia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_8512	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
ASV_8627	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	Unassigned
ASV_8668	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	uncultured_bacterium
ASV_8730	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned
ASV_8756	Bacteria	Actinobacteriota	Acidimicrobiia	Unassigned	Unassigned	Unassigned	Unassigned
ASV_8816	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	Unassigned
ASV_8845	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_Candidatus
ASV_8874	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	uncultured_bacterium
ASV_8881	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	metagenome
ASV_8917	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	uncultured	uncultured_bacterium
ASV_8924	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
ASV_8953	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured_bacterium
ASV_8984	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
ASV_9095	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	Unassigned
ASV_9131	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	Unassigned
ASV_9146	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	Unassigned
ASV_9235	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned
ASV_9242	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_9250	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	uncultured_bacterium
ASV_9335	Bacteria	Acidobacteriota	Acidobacteriae	Elev-16S-1166	Elev-16S-1166	Elev-16S-1166	Unassigned
ASV_9384	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Unassigned	uncultured_bacterium
ASV_9390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_bacterium
ASV_9402	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Unassigned	Unassigned
ASV_9450	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unassigned
ASV_9592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	Unassigned
ASV_9629	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unassigned
ASV_9636	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_9646	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unassigned
ASV_9687	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
ASV_9789	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	iron-reducing_bacterium
ASV_9820	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
ASV_9893	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_9933	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unassigned	Unassigned
ASV_9967	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured_bacterium
ASV_9981	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	uncultured_bacterium
ASV_9999	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_bacterium
ASV_10020	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	uncultured_bacterium
ASV_10134	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea	uncultured_soil
ASV_10245	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_10308	Bacteria	WS1	WS1	WS1	WS1	WS1	uncultured_bacterium
ASV_10381	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	Unassigned
ASV_10475	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured_bacterium
ASV_10622	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_10639	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_10680	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_10863	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured_bacterium
ASV_10873	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	uncultured_bacterium
ASV_11006	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_11199	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned
ASV_11400	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_Planctomycetales
ASV_11538	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	Unassigned
ASV_11606	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_Acidobacteria
ASV_11653	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	metagenome
ASV_11670	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
ASV_11740	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Candidatus_Kuenenbacteria	Candidatus_Kuenenbacteria	uncultured_bacterium
ASV_11887	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unassigned
ASV_11953	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	Unassigned
ASV_12050	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	uncultured_bacterium
ASV_12198	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
ASV_12234	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_12323	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	ADurb.Bin180	ADurb.Bin180	uncultured_bacterium
ASV_12362	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_12418	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured_Caldilinea
ASV_12424	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	Unassigned
ASV_12572	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	Unassigned
ASV_12698	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	Unassigned
ASV_5322	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	uncultured_bacterium
ASV_5349	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured_bacterium
ASV_5394	Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33	1013-28-CG33	1013-28-CG33	uncultured_bacterium
ASV_5420	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_5495	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unassigned
ASV_5522	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV_5532	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	uncultured_bacterium
ASV_5556	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unassigned
ASV_5597	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_soil
ASV_5601	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_5629	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_bacterium
ASV_5636	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_Bacteroidetes
ASV_5647	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	uncultured_bacterium
ASV_5692	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Leeiaceae	Leeia	Unassigned
ASV_5697	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_5714	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_04	uncultured_bacterium
ASV_5725	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unassigned
ASV_5801	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	uncultured_bacterium
ASV_5826	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	uncultured	Unassigned
ASV_5850	Bacteria	Patescibacteria	CPR2	CPR2	CPR2	CPR2	uncultured_bacterium
ASV_5866	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Unassigned
ASV_5869	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_5870	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unassigned
ASV_5871	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	[Desulfobacterium]_catecholicum_group	uncultured_bacterium
ASV_5876	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	metagenome
ASV_5889	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group	uncultured_bacterium
ASV_5906	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unassigned
ASV_5937	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_bacterium
ASV_5944	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_Alphaproteobacteria
ASV_5948	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_5958	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured_bacterium
ASV_5961	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	uncultured	Unassigned
ASV_5968	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_delta
ASV_5999	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	uncultured_bacterium
ASV_6022	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_soil
ASV_6026	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum	uncultured_Acidobacteria
ASV_6063	Bacteria	Chloroflexi	OLB14	OLB14	OLB14	OLB14	uncultured_bacterium
ASV_6070	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_Verrucomicrobia
ASV_6120	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	Polymorphobacter_sp.
ASV_6128	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_6139	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unassigned
ASV_6170	Bacteria	Acidobacteriota	Subgroup_18	Subgroup_18	Subgroup_18	Subgroup_18	uncultured_bacterium
ASV_6185	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_6189	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	uncultured_bacterium
ASV_6192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	Unassigned
ASV_6236	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned
ASV_6241	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R	uncultured_bacterium
ASV_6247	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Unassigned
ASV_6258	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unassigned
ASV_6261	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	uncultured_bacterium
ASV_6264	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	Unassigned
ASV_6265	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_6279	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_6321	Bacteria	Acidobacteriota	Acidobacteriae	GOUTB8	GOUTB8	GOUTB8	uncultured_Acidobacterium
ASV_6324	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_6326	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_bacterium
ASV_6340	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Unassigned
ASV_6350	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	metagenome
ASV_6371	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unassigned
ASV_6401	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_6416	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage	Pla3_lineage	Pla3_lineage	uncultured_bacterium
ASV_6433	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	uncultured_bacterium
ASV_6457	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	uncultured	Unassigned
ASV_6463	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	uncultured_bacterium
ASV_6476	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	uncultured_bacterium
ASV_6505	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	uncultured_soil
ASV_6540	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_6555	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_6557	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_6572	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_6582	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_actinobacterium
