OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned
ASV_6303	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	uncultured_bacterium
ASV_6330	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	Unassigned
ASV_6363	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unassigned	Unassigned	Unassigned
ASV_6449	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
ASV_6471	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
ASV_6531	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unassigned
ASV_6542	Bacteria	Gemmatimonadota	AKAU4049	AKAU4049	AKAU4049	AKAU4049	uncultured_bacterium
ASV_6545	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	metagenome
ASV_6558	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_bacterium
ASV_6578	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_6587	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_6589	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Unassigned
ASV_6591	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	uncultured	uncultured_bacterium
ASV_6634	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_6649	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_Anaeromyxobacter
ASV_6651	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	uncultured_bacterium
ASV_6652	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unassigned	uncultured_bacterium
ASV_6656	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV008	Unassigned
ASV_6663	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	uncultured	uncultured	uncultured_bacterium
ASV_6677	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
ASV_6690	Bacteria	Firmicutes	Clostridia	uncultured	uncultured	uncultured	uncultured_Clostridiaceae
ASV_6712	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_bacterium
ASV_6725	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_6740	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_6769	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	uncultured_bacterium
ASV_6812	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_6822	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_6823	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	uncultured_bacterium
ASV_6826	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	metagenome
ASV_6876	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	uncultured_Coriobacteriaceae
ASV_6879	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	Unassigned
ASV_6937	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_bacterium
ASV_6945	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Unassigned
ASV_6959	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sterolibacterium	uncultured_bacterium
ASV_6979	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	uncultured_bacterium
ASV_6998	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_7036	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_7076	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	metagenome
ASV_7086	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_7121	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	uncultured_bacterium
ASV_7148	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_7152	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Benthic_Group_D_and_DHVEG-1	Marine_Benthic_Group_D_and_DHVEG-1	Marine_Benthic_Group_D_and_DHVEG-1	uncultured_archaeon
ASV_7182	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_7239	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_7254	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_bacterium
ASV_7255	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_7257	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unassigned
ASV_7258	Bacteria	Chloroflexi	Dehalococcoidia	661239	661239	661239	uncultured_bacterium
ASV_7288	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_7313	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_7318	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
ASV_7432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured_bacterium
ASV_7441	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unassigned
ASV_7488	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_7489	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	uncultured_bacterium
ASV_7506	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	Unassigned
ASV_7532	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
ASV_7538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unassigned	Unassigned
ASV_7570	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Gemmata_sp.
ASV_7572	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria	Gracilibacteria	Gracilibacteria	uncultured_bacterium
ASV_7618	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_7681	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubrimonas	Rubrimonas_shengliensis
ASV_7710	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned
ASV_7722	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	uncultured_bacterium
ASV_7753	Bacteria	Actinobacteriota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV_7770	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	Unassigned
ASV_7784	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_7824	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unassigned	Unassigned
ASV_8064	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_8066	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	uncultured_Acidimicrobiaceae
ASV_8161	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Unassigned	Unassigned
ASV_8343	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unassigned
ASV_8360	Bacteria	Acidobacteriota	Subgroup_18	Subgroup_18	Subgroup_18	Subgroup_18	uncultured_Acidobacteria
ASV_8451	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured_Alphaproteobacteria
ASV_8511	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_bacterium
ASV_8624	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_8764	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_8857	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unassigned	Unassigned
ASV_8872	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
ASV_8904	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured	uncultured_bacterium
ASV_8911	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	uncultured_bacterium
ASV_8948	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Unassigned
ASV_9010	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	uncultured	Unassigned
ASV_9072	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_9078	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_bacterium
ASV_9110	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	uncultured_bacterium
ASV_9219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unassigned
ASV_9265	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_9271	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_bacterium
ASV_9342	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_bacterium
ASV_9445	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
ASV_9449	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema_UTEX_2349	Tolypothrix_sp.
ASV_9480	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unassigned	Unassigned
ASV_9588	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	uncultured_bacterium
ASV_9677	Bacteria	Firmicutes	Clostridia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_9706	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	Unassigned
ASV_9831	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_9832	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_9835	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_bacterium
ASV_9850	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Unassigned
ASV_10011	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unassigned	Unassigned	uncultured_bacterium
ASV_10029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_10044	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
ASV_10127	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	uncultured_bacterium
ASV_10280	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_10316	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	Unassigned
ASV_10459	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22	Subgroup_22	Subgroup_22	uncultured_proteobacterium
ASV_10489	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	uncultured_bacterium
ASV_10501	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	metagenome
ASV_10529	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unassigned	Unassigned
ASV_10549	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_bacterium
ASV_10576	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_10598	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_Planctomycetales
ASV_10941	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_10946	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	metagenome
ASV_11104	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_11220	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_11238	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	uncultured_bacterium
ASV_11283	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas_aquatica
ASV_11441	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	Unassigned
ASV_11553	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_11744	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_11769	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100	uncultured_bacterium
ASV_11805	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	uncultured_bacterium
ASV_11825	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_11948	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_bacterium
ASV_12314	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned
ASV_12406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured_bacterium
ASV_12651	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
ASV_5184	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome
ASV_5189	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	uncultured_bacterium
ASV_5260	Bacteria	WS2	WS2	WS2	WS2	WS2	uncultured_bacterium
ASV_5264	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Ezakiella	uncultured_bacterium
ASV_5291	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Solirubrobacterales_bacterium
ASV_5383	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
ASV_5397	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	uncultured_bacterium
ASV_5398	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_5424	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	uncultured_Acidimicrobiia
ASV_5444	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_bacterium
ASV_5479	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Cryptanaerobacter	uncultured_bacterium
ASV_5486	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	SR-FBR-L83	uncultured_bacterium
ASV_5488	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_sp.
ASV_5506	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina	Unassigned
ASV_5508	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_5516	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	uncultured_bacterium
ASV_5526	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	uncultured_bacterium
ASV_5542	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	uncultured_bacterium
ASV_5546	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_soil
ASV_5565	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Ferritrophicum	uncultured_bacterium
ASV_5578	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned
ASV_5584	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_actinobacterium
ASV_5612	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV_5615	Bacteria	Gemmatimonadota	AKAU4049	AKAU4049	AKAU4049	AKAU4049	uncultured_bacterium
ASV_5633	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_bacterium
ASV_5643	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_sp.
ASV_5652	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_delta
ASV_5654	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unassigned
ASV_5663	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unassigned
ASV_5667	Bacteria	WS1	WS1	WS1	WS1	WS1	uncultured_bacterium
ASV_5693	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	Unassigned
ASV_5698	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	uncultured_soil
ASV_5705	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	uncultured_bacterium
ASV_5716	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_5720	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	uncultured_bacterium
ASV_5734	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	uncultured_bacterium
ASV_5735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	metagenome
ASV_5737	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned
ASV_5745	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Candidatus_Woesebacteria	Candidatus_Woesebacteria	uncultured_Microgenomates
ASV_5765	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_5769	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium
ASV_5779	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	Unassigned
ASV_5782	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp.
ASV_5795	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium	[Eubacterium]_tenue
ASV_5821	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_soil
ASV_5845	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured_bacterium
ASV_5846	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	S-BQ2-57_soil_group	S-BQ2-57_soil_group	Unassigned
ASV_5855	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_5873	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
ASV_5874	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	agricultural_soil
ASV_5882	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
ASV_5883	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_bacterium
ASV_5905	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	uncultured_soil
ASV_5913	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unassigned
ASV_5925	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_bacterium
ASV_5931	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	denitrifying_bacterium
ASV_5934	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	uncultured_Actinobacteridae
ASV_5949	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	Unassigned
ASV_5975	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_actinobacterium
ASV_5976	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unassigned
ASV_5984	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	Unassigned
ASV_5993	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	Unassigned
ASV_5994	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	uncultured_bacterium
ASV_6005	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_6012	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	S-BQ2-57_soil_group	S-BQ2-57_soil_group	Unassigned
ASV_6013	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_delta
ASV_6037	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
ASV_6038	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unassigned	Unassigned
ASV_6040	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
ASV_6049	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unassigned
ASV_6062	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_6086	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_6096	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unassigned
ASV_6130	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	uncultured_bacterium
ASV_6137	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_6143	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	uncultured_bacterium
ASV_6166	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	Unassigned
ASV_6191	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_6195	Bacteria	Firmicutes	Clostridia	Unassigned	Unassigned	Unassigned	Unassigned
ASV_6211	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Unassigned	Unassigned	Unassigned
ASV_6234	Bacteria	Acidobacteriota	Subgroup_25	Subgroup_25	Subgroup_25	Subgroup_25	uncultured_bacterium
ASV_6251	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	uncultured_bacterium
ASV_6262	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	uncultured_bacterium
ASV_6275	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	Unassigned
ASV_6305	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	metagenome
ASV_6322	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
ASV_6329	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	uncultured_delta
ASV_6381	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_bacterium
